		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Wind	Wind	ISS 	Arc.
01/04/20	10:00 a	84.6	85.1	83.6	80	77.7	1.0	SSW	0.50	5.0	SSW	84.6	95.6	95.6	107.2	29.896	0.00	0.00	766	32.94	798	6.4	1.37	7.0	0.000	0.408	82.8	91	79.9	94.7	20.83	 .0706	0.015	702	1	100.0	30
01/04/20	10:30 a	85.5	85.6	84.5	76	77.1	2.0	SSW	1.00	5.0	SSW	85.5	96.2	96.2	107.8	29.883	0.00	0.00	821	35.31	844	7.6	1.63	8.1	0.000	0.427	83.3	89	79.7	95.4	19.62	 .0705	0.000	700	1	100.0	30
01/04/20	11:00 a	85.9	86.1	84.9	76	77.5	1.0	S	0.50	5.0	S	85.9	97.1	97.1	109.4	29.870	0.00	0.00	799	34.36	856	8.6	1.84	8.9	0.000	0.435	83.9	88	80.0	96.9	18.96	 .0704	0.021	700	1	100.0	30
01/04/20	11:30 a	86.4	86.6	85.7	78	78.7	1.0	SSW	0.50	6.0	SSW	86.4	99.3	99.3	111.5	29.864	0.00	0.00	821	35.31	921	9.2	1.97	9.4	0.000	0.446	84.6	88	80.6	98.8	18.89	 .0702	0.000	702	1	100.0	30
01/04/20	12:00 p	86.3	86.7	85.9	75	77.4	1.0	S	0.50	5.0	S	86.3	97.8	97.8	110.4	29.845	0.00	0.00	928	39.91	949	9.5	2.04	9.6	0.000	0.444	85.0	87	80.7	99.4	18.45	 .0701	0.023	701	1	100.0	30
01/04/20	12:30 p	86.6	86.6	85.1	78	78.9	1.0	S	0.50	6.0	SSW	86.6	99.9	99.9	111.7	29.832	0.00	0.00	842	36.21	1037	8.3	1.78	9.9	0.000	0.450	85.2	85	80.2	99.0	17.64	 .0701	0.000	701	1	100.0	30
01/04/20	1:00 p	86.5	86.9	86.0	74	77.2	2.0	SE	1.00	7.0	SSE	86.5	97.9	97.9	111.3	29.822	0.00	0.00	897	38.58	990	8.4	1.80	9.0	0.000	0.448	85.5	84	80.1	99.4	17.23	 .0700	0.022	697	1	100.0	30
01/04/20	1:30 p	87.0	87.0	85.9	78	79.3	1.0	S	0.50	5.0	SSE	87.0	101.1	101.1	114.8	29.810	0.00	0.00	833	35.82	860	7.5	1.61	8.1	0.000	0.458	85.7	84	80.3	99.9	17.22	 .0700	0.000	699	1	100.0	30
01/04/20	2:00 p	85.6	87.2	85.6	76	77.2	2.0	SSE	1.00	6.0	S	85.6	96.4	96.4	109.8	29.800	0.00	0.00	739	31.78	916	5.8	1.24	6.9	0.000	0.429	85.8	84	80.4	100.2	17.22	 .0699	0.020	699	1	100.0	30
01/04/20	2:30 p	85.8	86.1	85.0	76	77.4	2.0	ESE	1.00	9.0	NE	85.8	96.9	96.9	109.8	29.794	0.00	0.00	624	26.84	837	4.3	0.92	5.5	0.000	0.433	85.8	84	80.4	100.2	17.22	 .0699	0.000	700	1	100.0	30
01/04/20	3:00 p	85.0	85.9	85.0	79	77.8	2.0	SSE	1.00	8.0	SSE	85.0	96.0	96.0	112.3	29.790	0.00	0.00	659	28.34	735	3.2	0.69	4.2	0.000	0.417	85.7	84	80.3	99.9	17.22	 .0699	0.015	702	1	100.0	30
01/04/20	3:30 p	84.6	85.4	84.5	79	77.4	2.0	SE	1.00	9.0	SE	84.6	95.3	95.3	112.5	29.788	0.00	0.00	579	24.90	724	2.1	0.45	2.8	0.000	0.408	85.6	84	80.2	99.6	17.23	 .0699	0.000	700	1	100.0	30
01/04/20	4:00 p	84.2	84.8	83.8	80	77.4	1.0	SE	0.50	5.0	SE	84.2	94.9	94.9	107.1	29.795	0.00	0.00	352	15.14	448	1.3	0.28	1.7	0.000	0.400	85.6	85	80.6	100.1	17.61	 .0699	0.011	700	1	100.0	30
01/04/20	4:30 p	82.6	84.2	82.6	80	75.8	1.0	SE	0.50	4.0	SSE	82.6	90.6	90.6	94.2	29.795	0.00	0.00	100	4.30	334	0.3	0.06	0.9	0.000	0.367	85.0	85	80.0	98.4	17.65	 .0700	0.000	699	1	100.0	30
01/04/20	5:00 p	81.7	82.8	81.7	84	76.4	0.0	ENE	0.00	4.0	NNE	81.7	89.3	89.3	88.8	29.797	0.00	0.00	42	1.81	51	0.0	0.00	0.0	0.000	0.348	84.0	88	80.1	97.2	18.95	 .0702	0.002	701	1	100.0	30
01/04/20	5:30 p	80.3	81.7	80.3	85	75.4	0.0	SSE	0.00	2.0	SSE	80.3	86.3	86.3	85.2	29.816	0.00	0.00	16	0.69	30	0.0	0.00	0.0	0.000	0.319	83.3	89	79.7	95.4	19.62	 .0703	0.000	702	1	100.0	30
01/04/20	6:00 p	79.6	80.3	79.6	86	75.0	0.0	SSE	0.00	1.0	SSE	79.6	85.1	85.1	83.6	29.827	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.304	82.7	89	79.1	93.6	19.68	 .0705	0.000	700	1	100.0	30
01/04/20	6:30 p	79.6	79.7	79.5	87	75.4	0.0	SSE	0.00	1.0	SSE	79.6	85.3	85.3	83.8	29.842	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.304	82.4	90	79.2	93.2	20.26	 .0706	0.000	699	1	100.0	30
01/04/20	7:00 p	79.4	79.7	79.4	87	75.2	0.0	SSE	0.00	1.0	SSE	79.4	84.9	84.9	83.4	29.851	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.300	82.2	91	79.3	93.0	20.87	 .0706	0.001	701	1	100.0	30
01/04/20	7:30 p	79.1	79.4	79.1	88	75.2	0.0	---	0.00	0.0	---	79.1	84.5	84.5	83.0	29.863	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.294	82.0	91	79.1	92.5	20.89	 .0707	0.000	702	1	100.0	30
01/04/20	8:00 p	79.1	79.3	79.0	88	75.2	0.0	---	0.00	0.0	---	79.1	84.5	84.5	83.0	29.873	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.294	81.8	92	79.2	92.2	21.19	 .0707	0.001	698	1	100.0	30
01/04/20	8:30 p	78.9	79.1	78.9	88	75.0	0.0	---	0.00	0.0	---	78.9	84.1	84.1	82.6	29.884	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.290	81.7	92	79.1	91.9	21.18	 .0708	0.000	701	1	100.0	30
01/04/20	9:00 p	78.9	79.1	78.8	88	75.0	0.0	---	0.00	0.0	---	78.9	84.1	84.1	82.6	29.889	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.290	81.7	92	79.1	91.9	21.18	 .0708	0.001	701	1	100.0	30
01/04/20	9:30 p	78.7	78.9	78.6	88	74.8	0.0	---	0.00	0.0	---	78.7	83.8	83.8	82.3	29.890	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.285	81.6	92	79.0	91.6	21.18	 .0708	0.000	699	1	100.0	30
01/04/20	10:00 p	78.3	78.7	78.3	88	74.5	0.0	---	0.00	0.0	---	78.3	83.1	83.1	81.6	29.888	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.277	81.4	92	78.9	91.0	21.18	 .0708	0.000	698	1	100.0	30
01/04/20	10:30 p	78.1	78.3	78.1	88	74.3	0.0	---	0.00	0.0	---	78.1	82.7	82.7	81.2	29.884	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.273	81.1	93	78.9	90.4	21.27	 .0709	0.000	701	1	100.0	30
01/04/20	11:00 p	77.8	78.1	77.8	89	74.3	0.0	---	0.00	0.0	---	77.8	82.3	82.3	80.8	29.878	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.267	80.9	93	78.7	89.8	21.27	 .0709	0.000	699	1	100.0	30
01/04/20	11:30 p	78.0	78.1	77.7	89	74.5	0.0	---	0.00	0.0	---	78.0	82.7	82.7	81.2	29.874	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.271	80.8	93	78.6	89.6	21.27	 .0709	0.000	699	1	100.0	30
01/05/20	12:00 a	78.3	78.4	78.0	89	74.8	0.0	SSE	0.00	1.0	SSE	78.3	83.2	83.2	81.7	29.868	0.01	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.277	80.8	93	78.6	89.6	21.27	 .0709	0.000	702	1	100.0	30
01/05/20	12:30 a	78.3	78.4	78.1	89	74.8	0.0	SSE	0.00	2.0	SSE	78.3	83.2	83.2	81.7	29.856	0.12	2.15	0	0.00	0	0.0	0.00	0.0	0.000	0.277	80.7	94	78.8	89.6	21.36	 .0708	0.000	701	1	100.0	30
01/05/20	1:00 a	77.7	78.3	77.7	89	74.2	0.0	SSE	0.00	1.0	SSE	77.7	82.1	82.1	80.6	29.846	0.01	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.265	80.5	94	78.6	89.1	21.36	 .0709	0.000	701	1	100.0	30
01/05/20	1:30 a	77.1	77.7	77.0	89	73.6	0.0	SSE	0.00	1.0	SSE	77.1	81.1	81.1	79.5	29.837	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.252	80.2	93	78.0	88.1	21.25	 .0709	0.000	702	1	100.0	30
01/05/20	2:00 a	76.5	77.1	76.5	89	73.0	0.0	SSE	0.00	1.0	SSE	76.5	80.2	80.2	78.6	29.827	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.240	80.0	93	77.8	87.6	21.25	 .0710	0.000	698	1	100.0	30
01/05/20	2:30 a	76.2	76.6	76.2	89	72.7	0.0	SSE	0.00	1.0	SSE	76.2	79.7	79.7	78.1	29.819	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.233	79.6	93	77.4	86.7	21.24	 .0710	0.000	700	1	100.0	30
01/05/20	3:00 a	75.8	76.3	75.8	89	72.3	0.0	SSE	0.00	1.0	SSE	75.8	79.2	79.2	77.6	29.813	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.225	79.3	92	76.8	85.8	21.14	 .0711	0.000	699	1	100.0	30
01/05/20	3:30 a	75.7	76.1	75.7	89	72.2	0.0	---	0.00	0.0	---	75.7	79.1	79.1	77.5	29.814	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.223	79.3	93	77.1	86.0	21.24	 .0711	0.000	698	1	100.0	30
01/05/20	4:00 a	75.4	75.8	75.3	89	71.9	0.0	---	0.00	0.0	---	75.4	78.8	78.8	77.1	29.820	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.217	79.1	92	76.6	85.4	21.13	 .0711	0.000	701	1	100.0	30
01/05/20	4:30 a	75.3	75.5	75.1	89	71.8	0.0	---	0.00	0.0	---	75.3	78.7	78.7	77.0	29.830	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.215	78.7	92	76.2	84.5	21.12	 .0713	0.000	700	1	100.0	30
01/05/20	5:00 a	74.9	75.3	74.9	89	71.4	0.0	---	0.00	0.0	---	74.9	78.1	78.1	76.4	29.831	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.206	78.5	92	76.0	84.1	21.12	 .0713	0.000	700	1	100.0	30
01/05/20	5:30 a	74.7	75.0	74.7	89	71.2	0.0	---	0.00	0.0	---	74.7	77.7	77.7	76.0	29.843	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.202	78.3	92	75.8	83.7	21.12	 .0714	0.000	701	1	100.0	30
01/05/20	6:00 a	74.7	74.8	74.5	89	71.2	0.0	---	0.00	0.0	---	74.7	77.7	77.7	76.0	29.843	0.00	0.00	1	0.04	5	0.0	0.00	0.0	0.000	0.202	78.2	92	75.7	83.5	21.11	 .0714	0.000	702	1	100.0	30
01/05/20	6:30 a	75.2	75.2	74.6	89	71.7	0.0	---	0.00	0.0	---	75.2	78.5	78.5	77.2	29.856	0.00	0.00	20	0.86	56	0.0	0.00	0.0	0.000	0.212	78.2	93	76.0	83.6	21.21	 .0714	0.000	700	1	100.0	30
01/05/20	7:00 a	76.3	76.3	75.1	90	73.1	0.0	SSE	0.00	1.0	SSE	76.3	80.0	80.0	81.3	29.863	0.00	0.00	47	2.02	76	0.0	0.00	0.0	0.000	0.235	78.8	93	76.6	84.9	21.23	 .0713	0.001	700	1	100.0	30
01/05/20	7:30 a	77.4	77.6	76.2	90	74.2	0.0	SSE	0.00	1.0	SSE	77.4	81.7	81.7	83.6	29.877	0.00	0.00	68	2.92	95	0.5	0.11	0.8	0.000	0.258	79.3	95	77.7	86.5	21.65	 .0712	0.000	701	1	100.0	30
01/05/20	8:00 a	78.0	78.1	77.4	90	74.8	0.0	SSE	0.00	1.0	SSE	78.0	82.8	82.8	84.2	29.886	0.00	0.00	63	2.71	81	0.7	0.15	1.3	0.000	0.271	79.8	95	78.2	87.6	21.65	 .0711	0.002	701	1	100.0	30
01/05/20	8:30 a	78.3	78.4	78.0	90	75.1	0.0	SSE	0.00	1.0	SSE	78.3	83.4	83.4	84.2	29.891	0.00	0.00	51	2.19	118	0.3	0.06	1.8	0.000	0.277	79.9	95	78.3	87.9	21.65	 .0711	0.000	699	1	100.0	30
01/05/20	9:00 a	79.5	79.9	78.3	90	76.3	1.0	SE	0.50	3.0	W	79.5	85.8	85.8	88.2	29.885	0.00	0.00	111	4.77	134	2.3	0.49	2.5	0.000	0.302	80.6	96	79.4	90.0	21.75	 .0709	0.002	700	1	100.0	30
01/05/20	9:30 a	81.2	81.2	79.2	88	77.3	1.0	SSW	0.50	7.0	WSW	81.2	89.2	89.2	98.9	29.888	0.00	0.00	433	18.62	835	3.8	0.81	5.7	0.000	0.337	81.5	94	79.6	92.0	21.38	 .0708	0.000	700	1	100.0	30
01/05/20	10:00 a	81.4	81.7	81.0	86	76.8	1.0	S	0.50	3.0	W	81.4	89.1	89.1	95.2	29.883	0.00	0.00	271	11.65	846	3.8	0.81	6.9	0.000	0.342	81.8	94	79.9	92.9	21.39	 .0707	0.009	700	1	100.0	30
01/05/20	10:30 a	85.2	85.3	81.4	80	78.3	2.0	SW	1.00	7.0	WSW	85.2	96.9	96.9	110.0	29.880	0.00	0.00	910	39.14	1028	7.5	1.61	8.4	0.000	0.421	83.1	91	80.2	95.6	20.80	 .0705	0.000	703	1	100.0	30
01/05/20	11:00 a	84.8	86.1	84.8	80	77.9	2.0	SSW	1.00	7.0	WSW	84.8	96.0	96.0	108.5	29.865	0.00	0.00	736	31.65	1143	7.7	1.65	9.6	0.000	0.413	83.9	91	81.0	98.2	20.74	 .0703	0.022	700	1	100.0	30
01/05/20	11:30 a	84.4	85.0	84.0	78	76.8	2.0	SW	1.00	7.0	S	84.4	94.5	94.5	102.6	29.851	0.00	0.00	384	16.51	441	6.2	1.33	10.2	0.000	0.404	83.9	87	79.6	96.6	18.52	 .0704	0.000	698	1	100.0	30
01/05/20	12:00 p	86.0	86.5	84.5	79	78.7	1.0	SE	0.50	8.0	WSW	86.0	98.4	98.4	111.7	29.835	0.00	0.00	965	41.50	1106	9.1	1.95	10.1	0.000	0.438	84.7	88	80.7	99.1	18.88	 .0701	0.019	700	1	100.0	30
01/05/20	12:30 p	86.2	86.6	85.1	74	76.9	2.0	SSW	1.00	5.0	S	86.2	97.2	97.2	109.7	29.815	0.00	0.00	894	38.45	1030	8.7	1.86	9.6	0.000	0.442	85.0	87	80.7	99.4	18.45	 .0700	0.000	699	1	100.0	30
01/05/20	1:00 p	85.9	86.6	85.4	73	76.2	2.0	SSW	1.00	8.0	WSW	85.9	96.1	96.1	109.8	29.800	0.00	0.00	913	39.26	1030	8.2	1.76	9.2	0.000	0.435	85.3	84	79.9	98.8	17.24	 .0700	0.022	699	1	100.0	30
01/05/20	1:30 p	86.2	86.4	85.6	73	76.5	2.0	SSW	1.00	6.0	SSW	86.2	96.8	96.8	111.4	29.791	0.00	0.00	893	38.40	990	7.3	1.56	8.3	0.000	0.442	85.5	83	79.7	98.9	16.83	 .0700	0.000	702	1	100.0	30
01/05/20	2:00 p	85.6	86.8	85.2	74	76.4	2.0	SSW	1.00	7.0	S	85.6	95.7	95.7	108.6	29.790	0.00	0.00	715	30.75	977	5.6	1.20	7.0	0.000	0.429	85.6	83	79.8	99.2	16.83	 .0700	0.020	699	1	100.0	30
01/05/20	2:30 p	84.4	85.6	84.0	78	76.8	2.0	SSW	1.00	7.0	W	84.4	94.5	94.5	104.1	29.786	0.00	0.00	380	16.34	824	3.0	0.64	3.9	0.000	0.404	85.0	83	79.3	97.6	16.85	 .0701	0.000	699	1	100.0	30
01/05/20	3:00 p	85.1	85.9	84.4	72	75.1	2.0	SSW	1.00	6.0	S	85.1	93.8	93.8	108.8	29.792	0.00	0.00	617	26.53	810	3.4	0.73	4.1	0.000	0.419	85.3	81	78.8	97.5	16.14	 .0701	0.014	700	1	100.0	30
01/05/20	3:30 p	84.5	85.3	84.4	75	75.7	2.0	S	1.00	10.0	SSE	84.5	93.6	93.6	107.8	29.792	0.00	0.00	491	21.12	559	2.2	0.47	2.8	0.000	0.406	85.3	82	79.2	98.0	16.54	 .0701	0.000	698	1	100.0	30
01/05/20	4:00 p	83.1	84.8	83.1	80	76.3	1.0	SSE	0.50	4.0	SSE	83.1	92.0	92.0	99.3	29.800	0.00	0.00	202	8.69	366	1.0	0.21	1.6	0.000	0.377	84.9	85	79.9	98.2	17.66	 .0701	0.009	700	1	100.0	30
01/05/20	4:30 p	81.4	83.2	81.4	82	75.4	1.0	SE	0.50	3.0	SSE	81.4	88.0	88.0	90.9	29.806	0.00	0.00	80	3.44	169	0.1	0.02	0.6	0.000	0.342	84.0	87	79.7	96.9	18.51	 .0702	0.000	700	1	100.0	30
01/05/20	5:00 p	80.5	81.4	80.5	83	74.9	0.0	ESE	0.00	3.0	SE	80.5	86.2	86.2	85.3	29.813	0.00	0.00	25	1.08	40	0.0	0.00	0.0	0.000	0.323	83.3	88	79.4	95.1	19.02	 .0704	0.002	702	1	100.0	30
01/05/20	5:30 p	80.5	80.7	80.4	84	75.2	1.0	S	0.50	3.0	SE	80.5	86.5	86.5	85.3	29.824	0.00	0.00	7	0.30	16	0.0	0.00	0.0	0.000	0.323	82.8	89	79.2	93.9	19.67	 .0705	0.000	698	1	100.0	30
01/05/20	6:00 p	79.7	80.5	79.6	85	74.8	0.0	SSE	0.00	2.0	S	79.7	85.0	85.0	83.6	29.833	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.306	82.3	90	79.1	92.9	20.27	 .0706	0.000	702	1	100.0	30
01/05/20	6:30 p	79.6	79.8	79.5	86	75.0	0.0	SSE	0.00	2.0	SSE	79.6	85.1	85.1	83.7	29.843	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.304	82.0	91	79.1	92.5	20.89	 .0706	0.000	699	1	100.0	30
01/05/20	7:00 p	79.3	79.6	79.2	86	74.7	0.0	NE	0.00	3.0	NE	79.3	84.5	84.5	83.1	29.854	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.298	81.8	91	78.9	91.9	20.91	 .0707	0.001	699	1	100.0	30
01/05/20	7:30 p	78.9	79.4	78.9	86	74.4	0.0	NE	0.00	2.0	NE	78.9	83.7	83.7	82.3	29.867	0.03	0.38	0	0.00	0	0.0	0.00	0.0	0.000	0.290	81.6	91	78.7	91.3	20.92	 .0708	0.000	700	1	100.0	30
01/05/20	8:00 p	78.5	78.9	78.4	87	74.3	0.0	NE	0.00	2.0	NE	78.5	83.2	83.2	81.8	29.878	0.01	0.21	0	0.00	0	0.0	0.00	0.0	0.000	0.281	81.2	92	78.7	90.4	21.17	 .0709	0.001	701	1	100.0	30
01/05/20	8:30 p	77.9	78.5	77.9	88	74.1	0.0	NE	0.00	1.0	NE	77.9	82.4	82.4	81.0	29.886	0.03	0.14	0	0.00	0	0.0	0.00	0.0	0.000	0.269	81.1	92	78.6	90.1	21.17	 .0709	0.000	700	1	100.0	30
01/05/20	9:00 p	77.9	78.1	77.8	88	74.1	0.0	NE	0.00	1.0	NE	77.9	82.4	82.4	81.0	29.879	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.269	80.8	93	78.6	89.6	21.27	 .0709	0.001	698	1	100.0	30
01/05/20	9:30 p	77.5	77.9	77.5	88	73.7	0.0	NE	0.00	1.0	NE	77.5	81.7	81.7	80.2	29.878	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.260	80.6	93	78.4	89.1	21.26	 .0710	0.000	700	1	100.0	30
01/05/20	10:00 p	77.4	77.6	77.3	88	73.6	0.0	NE	0.00	1.0	NE	77.4	81.5	81.5	80.0	29.872	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.258	80.5	93	78.3	88.8	21.26	 .0710	0.000	700	1	100.0	30
01/05/20	10:30 p	77.1	77.4	76.9	89	73.6	0.0	NE	0.00	1.0	NE	77.1	81.1	81.1	79.6	29.861	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.252	80.3	93	78.1	88.3	21.26	 .0710	0.000	699	1	100.0	30
01/05/20	11:00 p	77.1	77.3	77.0	89	73.6	0.0	NE	0.00	1.0	NE	77.1	81.1	81.1	79.6	29.856	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.252	80.3	93	78.1	88.3	21.26	 .0710	0.000	701	1	100.0	30
01/05/20	11:30 p	77.0	77.3	77.0	89	73.5	0.0	NE	0.00	1.0	NE	77.0	80.9	80.9	79.4	29.844	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.250	80.2	93	78.0	88.1	21.25	 .0710	0.000	702	1	100.0	30
01/06/20	12:00 a	77.0	77.1	76.8	89	73.5	0.0	---	0.00	0.0	---	77.0	80.9	80.9	79.4	29.832	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.250	80.0	93	77.8	87.6	21.25	 .0710	0.000	700	1	100.0	30
01/06/20	12:30 a	77.0	77.1	76.9	89	73.5	0.0	NE	0.00	1.0	NE	77.0	80.9	80.9	79.4	29.818	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.250	80.0	94	78.1	87.8	21.35	 .0709	0.000	697	1	100.0	30
01/06/20	1:00 a	76.4	77.0	76.4	89	72.9	0.0	NE	0.00	1.0	NE	76.4	80.0	80.0	78.5	29.810	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.238	79.7	93	77.5	86.9	21.24	 .0710	0.000	698	1	100.0	30
01/06/20	1:30 a	76.0	76.4	75.9	89	72.5	0.0	---	0.00	0.0	---	76.0	79.4	79.4	77.9	29.806	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.229	79.4	93	77.2	86.2	21.24	 .0710	0.000	701	1	100.0	30
01/06/20	2:00 a	75.8	76.0	75.8	89	72.3	0.0	---	0.00	0.0	---	75.8	79.2	79.2	77.7	29.801	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.225	79.2	93	77.0	85.8	21.23	 .0711	0.000	698	1	100.0	30
01/06/20	2:30 a	75.7	75.8	75.5	89	72.2	0.0	---	0.00	0.0	---	75.7	79.1	79.1	77.6	29.795	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.223	79.1	93	76.9	85.6	21.23	 .0711	0.000	701	1	100.0	30
01/06/20	3:00 a	75.2	75.6	75.2	89	71.7	0.0	---	0.00	0.0	---	75.2	78.5	78.5	76.9	29.787	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.212	78.9	93	76.7	85.1	21.23	 .0711	0.000	702	1	100.0	30
01/06/20	3:30 a	75.0	75.3	74.9	89	71.5	0.0	---	0.00	0.0	---	75.0	78.3	78.3	76.7	29.787	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.208	78.6	93	76.4	84.5	21.22	 .0711	0.000	698	1	100.0	30
